TKR,C/P,STRIKE,OPTKR,EXPDAY
BGS,C,35,BGS   210820C00035000,2021-08-20
BGS,P,22.5,BGS   210820P00022500,2021-08-20
BGS,P,25,BGS   210820P00025000,2021-08-20
BGS,P,31.46,"",2021-08-20
BHC,C,25,BHC   210618C00025000,2021-06-18
BHC,C,31.34,"",2021-06-18
BHC,C,33,BHC   210618C00033000,2021-06-18
BHC,C,34,BHC   210618C00034000,2021-06-18
BHC,C,35,BHC   210618C00035000,2021-06-18
BHC,C,40,BHC   210618C00040000,2021-06-18
BHC,P,27,BHC   210618P00027000,2021-06-18
BHC,P,31.34,"",2021-06-18
BHC,C,18,BHC   210716C00018000,2021-07-16
BHC,C,20,BHC   210716C00020000,2021-07-16
BHC,C,30,BHC   210716C00030000,2021-07-16
BHC,C,31,BHC   210716C00031000,2021-07-16
BHC,C,31.34,"",2021-07-16
BHC,C,32,BHC   210716C00032000,2021-07-16
BHC,C,35,BHC   210716C00035000,2021-07-16
BHC,C,36,BHC   210716C00036000,2021-07-16
BHC,P,18,BHC   210716P00018000,2021-07-16
BHC,P,21,BHC   210716P00021000,2021-07-16
BHC,P,23,BHC   210716P00023000,2021-07-16
BHC,P,24,BHC   210716P00024000,2021-07-16
BHC,P,31,BHC   210716P00031000,2021-07-16
BHC,P,31.34,"",2021-07-16
BHR,C,6.06,"",2021-07-16
BHR,C,7.5,BHR   210716C00007500,2021-07-16
BHVN,C,75,BHVN  210716C00075000,2021-07-16
BHVN,C,90.11,"",2021-07-16
BHVN,P,75,BHVN  210716P00075000,2021-07-16
BHVN,P,90.11,"",2021-07-16
BIDU,C,175,BIDU  210618C00175000,2021-06-18
BIDU,C,180,BIDU  210618C00180000,2021-06-18
BIDU,C,190,BIDU  210618C00190000,2021-06-18
BIDU,C,193.5,"",2021-06-18
BIDU,C,195,BIDU  210618C00195000,2021-06-18
BIDU,C,200,BIDU  210618C00200000,2021-06-18
BIDU,C,210,BIDU  210618C00210000,2021-06-18
BIDU,C,220,BIDU  210618C00220000,2021-06-18
BIDU,C,230,BIDU  210618C00230000,2021-06-18
BIDU,C,240,BIDU  210618C00240000,2021-06-18
BIDU,C,250,BIDU  210618C00250000,2021-06-18
BIDU,C,260,BIDU  210618C00260000,2021-06-18
BIDU,C,270,BIDU  210618C00270000,2021-06-18
BIDU,C,280,BIDU  210618C00280000,2021-06-18
BIDU,C,300,BIDU  210618C00300000,2021-06-18
BIDU,C,330,BIDU  210618C00330000,2021-06-18
BIDU,C,350,BIDU  210618C00350000,2021-06-18
BIDU,C,400,BIDU  210618C00400000,2021-06-18
BIDU,P,170,BIDU  210618P00170000,2021-06-18
BIDU,P,175,BIDU  210618P00175000,2021-06-18
BIDU,P,180,BIDU  210618P00180000,2021-06-18
BIDU,P,185,BIDU  210618P00185000,2021-06-18
BIDU,P,190,BIDU  210618P00190000,2021-06-18
BIDU,P,193.5,"",2021-06-18
BIDU,P,195,BIDU  210618P00195000,2021-06-18
BIDU,P,200,BIDU  210618P00200000,2021-06-18
BIDU,P,210,BIDU  210618P00210000,2021-06-18
BIDU,P,220,BIDU  210618P00220000,2021-06-18
BIDU,P,230,BIDU  210618P00230000,2021-06-18
BIDU,P,250,BIDU  210618P00250000,2021-06-18
BIDU,C,180,BIDU  210716C00180000,2021-07-16
BIDU,C,185,BIDU  210716C00185000,2021-07-16
BIDU,C,190,BIDU  210716C00190000,2021-07-16
BIDU,C,193.5,"",2021-07-16
BIDU,C,200,BIDU  210716C00200000,2021-07-16
BIDU,C,210,BIDU  210716C00210000,2021-07-16
BIDU,C,220,BIDU  210716C00220000,2021-07-16
BIDU,C,240,BIDU  210716C00240000,2021-07-16
BIDU,C,250,BIDU  210716C00250000,2021-07-16
BIDU,C,280,BIDU  210716C00280000,2021-07-16
BIDU,P,180,BIDU  210716P00180000,2021-07-16
BIDU,P,185,BIDU  210716P00185000,2021-07-16
BIDU,P,190,BIDU  210716P00190000,2021-07-16
BIDU,P,193.5,"",2021-07-16
BIDU,P,220,BIDU  210716P00220000,2021-07-16
BIDU,C,190,BIDU  210820C00190000,2021-08-20
BIDU,C,193.5,"",2021-08-20
BIDU,P,190,BIDU  210820P00190000,2021-08-20
BIDU,P,193.5,"",2021-08-20
BIGC,C,55.3,"",2021-06-18
BIGC,C,65,BIGC  210618C00065000,2021-06-18
BIIB,C,286.64,"",2021-06-18
BIIB,C,300,BIIB  210618C00300000,2021-06-18
BIIB,C,320,BIIB  210618C00320000,2021-06-18
BIIB,C,350,BIIB  210618C00350000,2021-06-18
BIIB,C,375,BIIB  210618C00375000,2021-06-18
BIIB,C,400,BIIB  210618C00400000,2021-06-18
BIIB,C,425,BIIB  210618C00425000,2021-06-18
BIIB,P,190,BIIB  210618P00190000,2021-06-18
BIIB,P,200,BIIB  210618P00200000,2021-06-18
BIIB,P,220,BIIB  210618P00220000,2021-06-18
BIIB,P,240,BIIB  210618P00240000,2021-06-18
BIIB,P,250,BIIB  210618P00250000,2021-06-18
BIIB,P,260,BIIB  210618P00260000,2021-06-18
BIIB,P,270,BIIB  210618P00270000,2021-06-18
BIIB,P,286.64,"",2021-06-18
BIIB,P,300,BIIB  210618P00300000,2021-06-18
BILI,C,60,BILI  210618C00060000,2021-06-18
BILI,C,75,BILI  210618C00075000,2021-06-18
BILI,C,105,BILI  210618C00105000,2021-06-18
BILI,C,108.78,"",2021-06-18
BILI,C,110,BILI  210618C00110000,2021-06-18
BILI,C,120,BILI  210618C00120000,2021-06-18
BILI,C,130,BILI  210618C00130000,2021-06-18
BILI,P,30,BILI  210618P00030000,2021-06-18
BILI,P,70,BILI  210618P00070000,2021-06-18
BILI,P,80,BILI  210618P00080000,2021-06-18
BILI,P,90,BILI  210618P00090000,2021-06-18
BILI,P,95,BILI  210618P00095000,2021-06-18
BILI,P,100,BILI  210618P00100000,2021-06-18
BILI,P,105,BILI  210618P00105000,2021-06-18
BILI,P,108.78,"",2021-06-18
BILI,P,110,BILI  210618P00110000,2021-06-18
BILI,P,120,BILI  210618P00120000,2021-06-18
BILI,C,100,BILI  210716C00100000,2021-07-16
BILI,C,108.78,"",2021-07-16
BILI,C,110,BILI  210716C00110000,2021-07-16
BILI,P,85,BILI  210716P00085000,2021-07-16
BILI,P,90,BILI  210716P00090000,2021-07-16
BILI,P,95,BILI  210716P00095000,2021-07-16
BILI,P,100,BILI  210716P00100000,2021-07-16
BILI,P,108.78,"",2021-07-16
BILL,C,149.16,"",2021-08-20
BILL,C,150,BILL  210820C00150000,2021-08-20
BILL,C,175,BILL  210820C00175000,2021-08-20
BJ,C,46.68,"",2021-06-18
BJ,C,50,BJ    210618C00050000,2021-06-18
BJ,P,30,BJ    210820P00030000,2021-08-20
BJ,P,46.68,"",2021-08-20
BK,C,45,BK    210618C00045000,2021-06-18
BK,C,50,BK    210618C00050000,2021-06-18
BK,C,52.18,"",2021-06-18
BKNG,C,2150,BKNG  210716C02150000,2021-07-16
BKNG,C,2316.7,"",2021-07-16
BKR,C,25,BKR   210716C00025000,2021-07-16
BKR,C,26,"",2021-07-16
BKR,P,19,BKR   210716P00019000,2021-07-16
BKR,P,20,BKR   210716P00020000,2021-07-16
BKR,P,26,"",2021-07-16
BLDP,C,16,BLDP  210618C00016000,2021-06-18
BLDP,C,17,"",2021-06-18
BLDP,C,20,BLDP  210618C00020000,2021-06-18
BLDP,P,13,BLDP  210618P00013000,2021-06-18
BLDP,P,17,"",2021-06-18
BLDR,C,42.72,"",2021-06-18
BLDR,C,46,BLDR  210618C00046000,2021-06-18
BLDR,C,50,BLDR  210618C00050000,2021-06-18
BLDR,C,42.72,"",2021-08-20
BLDR,C,45,BLDR  210820C00045000,2021-08-20
BLDR,C,50,BLDR  210820C00050000,2021-08-20
BLMN,C,28.15,"",2021-06-18
BLMN,C,30,BLMN  210618C00030000,2021-06-18
BLMN,C,28.15,"",2021-07-16
BLMN,C,30,BLMN  210716C00030000,2021-07-16
BLNK,C,35,BLNK  210618C00035000,2021-06-18
BLNK,C,38.79,"",2021-06-18
BLNK,C,40,BLNK  210618C00040000,2021-06-18
BLNK,C,42,BLNK  210618C00042000,2021-06-18
BLNK,C,45,BLNK  210618C00045000,2021-06-18
BLNK,C,50,BLNK  210618C00050000,2021-06-18
BLNK,C,60,BLNK  210618C00060000,2021-06-18
BLNK,C,70,BLNK  210618C00070000,2021-06-18
BLNK,P,15,BLNK  210618P00015000,2021-06-18
BLNK,P,20,BLNK  210618P00020000,2021-06-18
BLNK,P,25,BLNK  210618P00025000,2021-06-18
BLNK,P,35,BLNK  210618P00035000,2021-06-18
BLNK,P,38.79,"",2021-06-18
BLNK,P,40,BLNK  210618P00040000,2021-06-18
BLNK,P,45,BLNK  210618P00045000,2021-06-18
BLNK,P,70,BLNK  210618P00070000,2021-06-18
BLUE,C,30.9,"",2021-08-20
BLUE,C,40,BLUE  210820C00040000,2021-08-20
BMBL,C,46.79,"",2021-06-18
BMBL,C,50,BMBL  210618C00050000,2021-06-18
BMBL,C,60,BMBL  210618C00060000,2021-06-18
BMY,C,50,BMY   210618C00050000,2021-06-18
BMY,C,60,BMY   210618C00060000,2021-06-18
BMY,C,62.5,BMY   210618C00062500,2021-06-18
BMY,C,64.96,"",2021-06-18
BMY,C,65,BMY   210618C00065000,2021-06-18
BMY,C,67.5,BMY   210618C00067500,2021-06-18
BMY,C,68,BMY   210618C00068000,2021-06-18
BMY,C,70,BMY   210618C00070000,2021-06-18
BMY,C,72.5,BMY   210618C00072500,2021-06-18
BMY,C,75,BMY   210618C00075000,2021-06-18
BMY,C,80,BMY   210618C00080000,2021-06-18
BMY,P,50,BMY   210618P00050000,2021-06-18
BMY,P,52.5,BMY   210618P00052500,2021-06-18
BMY,P,55,BMY   210618P00055000,2021-06-18
BMY,P,57.5,BMY   210618P00057500,2021-06-18
BMY,P,60,BMY   210618P00060000,2021-06-18
BMY,P,62.5,BMY   210618P00062500,2021-06-18
BMY,P,64.96,"",2021-06-18
BMY,P,65,BMY   210618P00065000,2021-06-18
BMY,C,64.96,"",2021-07-16
BMY,C,65,BMY   210716C00065000,2021-07-16
BMY,C,70,BMY   210716C00070000,2021-07-16
BMY,C,72.5,BMY   210716C00072500,2021-07-16
BNFT,P,13.66,"",2021-07-16
BNFT,P,15,BNFT  210716P00015000,2021-07-16
BOX,C,21,BOX   210618C00021000,2021-06-18
BOX,C,23,BOX   210618C00023000,2021-06-18
BOX,C,24,BOX   210618C00024000,2021-06-18
BOX,C,25,BOX   210618C00025000,2021-06-18
BOX,C,25.18,"",2021-06-18
BOX,C,26,BOX   210618C00026000,2021-06-18
BOX,C,27,BOX   210618C00027000,2021-06-18
BOX,C,30,BOX   210618C00030000,2021-06-18
BOX,P,20,BOX   210618P00020000,2021-06-18
BOX,P,21,BOX   210618P00021000,2021-06-18
BOX,P,22,BOX   210618P00022000,2021-06-18
BOX,P,23,BOX   210618P00023000,2021-06-18
BOX,P,24,BOX   210618P00024000,2021-06-18
BOX,P,25.18,"",2021-06-18
BOX,P,23,BOX   210716P00023000,2021-07-16
BOX,P,25.18,"",2021-07-16
BP,C,20,BP    210618C00020000,2021-06-18
BP,C,23,BP    210618C00023000,2021-06-18
BP,C,25,BP    210618C00025000,2021-06-18
BP,C,26,BP    210618C00026000,2021-06-18
BP,C,27,BP    210618C00027000,2021-06-18
BP,C,27.47,"",2021-06-18
BP,C,28,BP    210618C00028000,2021-06-18
BP,C,29,BP    210618C00029000,2021-06-18
BP,C,30,BP    210618C00030000,2021-06-18
BP,C,31,BP    210618C00031000,2021-06-18
BP,C,35,BP    210618C00035000,2021-06-18
BP,P,19,BP    210618P00019000,2021-06-18
BP,P,20,BP    210618P00020000,2021-06-18
BP,P,21,BP    210618P00021000,2021-06-18
BP,P,22,BP    210618P00022000,2021-06-18
BP,P,23,BP    210618P00023000,2021-06-18
BP,P,24,BP    210618P00024000,2021-06-18
BP,P,25,BP    210618P00025000,2021-06-18
BP,P,26,BP    210618P00026000,2021-06-18
BP,P,27,BP    210618P00027000,2021-06-18
BP,P,27.47,"",2021-06-18
BP,C,23,BP    210716C00023000,2021-07-16
BP,C,25,BP    210716C00025000,2021-07-16
BP,C,26,BP    210716C00026000,2021-07-16
BP,C,27,BP    210716C00027000,2021-07-16
BP,C,27.47,"",2021-07-16
BP,C,28,BP    210716C00028000,2021-07-16
BP,C,29,BP    210716C00029000,2021-07-16
BP,C,30,BP    210716C00030000,2021-07-16
BP,C,31,BP    210716C00031000,2021-07-16
BP,C,35,BP    210716C00035000,2021-07-16
BP,P,22,BP    210716P00022000,2021-07-16
BP,P,23,BP    210716P00023000,2021-07-16
BP,P,24,BP    210716P00024000,2021-07-16
BP,P,25,BP    210716P00025000,2021-07-16
BP,P,27,BP    210716P00027000,2021-07-16
BP,P,27.47,"",2021-07-16
BP,P,28,BP    210716P00028000,2021-07-16
BPOP,P,75,BPOP  210716P00075000,2021-07-16
BPOP,P,81.83,"",2021-07-16
BRKB,C,230,BRKB  210618C00230000,2021-06-18
BRKB,C,240,BRKB  210618C00240000,2021-06-18
BRKB,C,250,BRKB  210618C00250000,2021-06-18
BRKB,C,260,BRKB  210618C00260000,2021-06-18
BRKB,C,270,BRKB  210618C00270000,2021-06-18
BRKB,C,275,BRKB  210618C00275000,2021-06-18
BRKB,C,280,BRKB  210618C00280000,2021-06-18
BRKB,C,285,BRKB  210618C00285000,2021-06-18
BRKB,C,292.89,"",2021-06-18
BRKB,C,300,BRKB  210618C00300000,2021-06-18
BRKB,P,170,BRKB  210618P00170000,2021-06-18
BRKB,P,220,BRKB  210618P00220000,2021-06-18
BRKB,P,225,BRKB  210618P00225000,2021-06-18
BRKB,P,240,BRKB  210618P00240000,2021-06-18
BRKB,P,250,BRKB  210618P00250000,2021-06-18
BRKB,P,260,BRKB  210618P00260000,2021-06-18
BRKB,P,270,BRKB  210618P00270000,2021-06-18
BRKB,P,280,BRKB  210618P00280000,2021-06-18
BRKB,P,292.89,"",2021-06-18
BRKB,P,300,BRKB  210618P00300000,2021-06-18
BRKB,C,290,BRKB  210716C00290000,2021-07-16
BRKB,C,292.89,"",2021-07-16
BSM,C,10,"",2021-07-16
BSM,C,10,BSM   210716C00010000,2021-07-16
BSM,C,12.5,BSM   210716C00012500,2021-07-16
BSX,C,42,BSX   210618C00042000,2021-06-18
BSX,C,42.04,"",2021-06-18
BSX,C,43,BSX   210618C00043000,2021-06-18
BSX,C,44,BSX   210618C00044000,2021-06-18
BSX,C,45,BSX   210618C00045000,2021-06-18
BSX,C,50,BSX   210618C00050000,2021-06-18
BSX,P,40,BSX   210618P00040000,2021-06-18
BSX,P,42.04,"",2021-06-18
BSX,C,42.04,"",2021-07-16
BSX,C,44,BSX   210716C00044000,2021-07-16
BSX,C,45,BSX   210716C00045000,2021-07-16
BSX,P,40,BSX   210716P00040000,2021-07-16
BSX,P,42,BSX   210716P00042000,2021-07-16
BSX,P,42.04,"",2021-07-16
BSX,C,42.04,"",2021-08-20
BSX,C,43,BSX   210820C00043000,2021-08-20
BSX,C,45,BSX   210820C00045000,2021-08-20
BSX,P,35,BSX   210820P00035000,2021-08-20
BSX,P,38,BSX   210820P00038000,2021-08-20
BSX,P,42.04,"",2021-08-20
BTBT,C,8.2,"",2021-08-20
BTBT,C,40,BTBT  210820C00040000,2021-08-20
BTI,C,39.05,"",2021-06-18
BTI,C,40,BTI   210618C00040000,2021-06-18
BTI,P,35,BTI   210618P00035000,2021-06-18
BTI,P,39.05,"",2021-06-18
BTI,P,40,BTI   210618P00040000,2021-06-18
BTI,C,39.05,"",2021-08-20
BTI,C,50,BTI   210820C00050000,2021-08-20
BTI,P,35,BTI   210820P00035000,2021-08-20
BTI,P,39.05,"",2021-08-20
BTU,C,6,BTU   210618C00006000,2021-06-18
BTU,C,7,BTU   210618C00007000,2021-06-18
BTU,C,8,BTU   210618C00008000,2021-06-18
BTU,C,8.27,"",2021-06-18
BTU,C,9,BTU   210618C00009000,2021-06-18
BTU,P,4,BTU   210618P00004000,2021-06-18
BTU,P,5,BTU   210618P00005000,2021-06-18
BTU,P,6,BTU   210618P00006000,2021-06-18
BTU,P,7,BTU   210618P00007000,2021-06-18
BTU,P,8.27,"",2021-06-18
BUD,C,70,BUD   210618C00070000,2021-06-18
BUD,C,75,BUD   210618C00075000,2021-06-18
BUD,C,76.77,"",2021-06-18
BUD,C,85,BUD   210618C00085000,2021-06-18
BUD,C,105,BUD   210618C00105000,2021-06-18
BUD,P,60,BUD   210618P00060000,2021-06-18
BUD,P,65,BUD   210618P00065000,2021-06-18
BUD,P,70,BUD   210618P00070000,2021-06-18
BUD,P,76.77,"",2021-06-18
BVN,C,12,BVN   210618C00012000,2021-06-18
BVN,C,12.24,"",2021-06-18
BVN,P,9,BVN   210618P00009000,2021-06-18
BVN,P,10,BVN   210618P00010000,2021-06-18
BVN,P,11,BVN   210618P00011000,2021-06-18
BVN,P,12.24,"",2021-06-18
BW,C,8.91,"",2021-06-18
BW,C,10,BW    210618C00010000,2021-06-18
BW,C,7.5,BW    210820C00007500,2021-08-20
BW,C,8.91,"",2021-08-20
BW,C,10,BW    210820C00010000,2021-08-20
BWA,C,54.5,"",2021-07-16
BWA,C,55,BWA   210716C00055000,2021-07-16
BX,C,87.5,BX    210618C00087500,2021-06-18
BX,C,90,BX    210618C00090000,2021-06-18
BX,C,93.29,"",2021-06-18
BX,C,95,BX    210618C00095000,2021-06-18
BX,P,45,BX    210618P00045000,2021-06-18
BX,P,50,BX    210618P00050000,2021-06-18
BX,P,70,BX    210618P00070000,2021-06-18
BX,P,90,BX    210618P00090000,2021-06-18
BX,P,93.29,"",2021-06-18
BX,C,90,BX    210716C00090000,2021-07-16
BX,C,93.29,"",2021-07-16
BX,P,85,BX    210716P00085000,2021-07-16
BX,P,93.29,"",2021-07-16
BXMT,C,30,BXMT  210716C00030000,2021-07-16
BXMT,C,32.7,"",2021-07-16
BXMT,P,25,BXMT  210716P00025000,2021-07-16
BXMT,P,32.7,"",2021-07-16
BXP,C,105,BXP   210716C00105000,2021-07-16
BXP,C,120.56,"",2021-07-16
BXP,P,100,BXP   210716P00100000,2021-07-16
BXP,P,120.56,"",2021-07-16
BXRX,C,0.77,"",2021-06-18
BXRX,C,2.5,BXRX  210618C00002500,2021-06-18
BYND,C,130,BYND  210618C00130000,2021-06-18
BYND,C,140,BYND  210618C00140000,2021-06-18
BYND,C,145,BYND  210618C00145000,2021-06-18
BYND,C,145.88,"",2021-06-18
BYND,C,150,BYND  210618C00150000,2021-06-18
BYND,C,155,BYND  210618C00155000,2021-06-18
BYND,C,165,BYND  210618C00165000,2021-06-18
BYND,C,180,BYND  210618C00180000,2021-06-18
BYND,C,200,BYND  210618C00200000,2021-06-18
BYND,P,80,BYND  210618P00080000,2021-06-18
BYND,P,100,BYND  210618P00100000,2021-06-18
BYND,P,105,BYND  210618P00105000,2021-06-18
BYND,P,110,BYND  210618P00110000,2021-06-18
BYND,P,115,BYND  210618P00115000,2021-06-18
BYND,P,120,BYND  210618P00120000,2021-06-18
BYND,P,125,BYND  210618P00125000,2021-06-18
BYND,P,130,BYND  210618P00130000,2021-06-18
BYND,P,135,BYND  210618P00135000,2021-06-18
BYND,P,140,BYND  210618P00140000,2021-06-18
BYND,P,145,BYND  210618P00145000,2021-06-18
BYND,P,145.88,"",2021-06-18
BYND,P,150,BYND  210618P00150000,2021-06-18
BYND,P,155,BYND  210618P00155000,2021-06-18
BYND,C,145,BYND  210716C00145000,2021-07-16
BYND,C,145.88,"",2021-07-16
BYND,C,160,BYND  210716C00160000,2021-07-16
BYND,P,120,BYND  210716P00120000,2021-07-16
BYND,P,145,BYND  210716P00145000,2021-07-16
BYND,P,145.88,"",2021-07-16
BYND,C,120,BYND  210820C00120000,2021-08-20
BYND,C,145.88,"",2021-08-20
BYND,P,100,BYND  210820P00100000,2021-08-20
BYND,P,105,BYND  210820P00105000,2021-08-20
BYND,P,110,BYND  210820P00110000,2021-08-20
BYND,P,115,BYND  210820P00115000,2021-08-20
BYND,P,120,BYND  210820P00120000,2021-08-20
BYND,P,125,BYND  210820P00125000,2021-08-20
BYND,P,145.88,"",2021-08-20
BZH,C,20,BZH   210820C00020000,2021-08-20
BZH,C,23.54,"",2021-08-20
BZUN,C,34.55,"",2021-07-16
BZUN,C,60,BZUN  210716C00060000,2021-07-16
C,C,52.5,C     210618C00052500,2021-06-18
C,C,60,C     210618C00060000,2021-06-18
C,C,65,C     210618C00065000,2021-06-18
C,C,67.5,C     210618C00067500,2021-06-18
C,C,70,C     210618C00070000,2021-06-18
C,C,72.5,C     210618C00072500,2021-06-18
C,C,75,C     210618C00075000,2021-06-18
C,C,77.5,C     210618C00077500,2021-06-18
C,C,79.59,"",2021-06-18
C,C,80,C     210618C00080000,2021-06-18
C,C,82,C     210618C00082000,2021-06-18
C,C,82.5,C     210618C00082500,2021-06-18
C,C,85,C     210618C00085000,2021-06-18
C,P,30,C     210618P00030000,2021-06-18
C,P,32.5,C     210618P00032500,2021-06-18
C,P,35,C     210618P00035000,2021-06-18
C,P,37.5,C     210618P00037500,2021-06-18
C,P,40,C     210618P00040000,2021-06-18
C,P,42.5,C     210618P00042500,2021-06-18
C,P,45,C     210618P00045000,2021-06-18
C,P,47.5,C     210618P00047500,2021-06-18
C,P,50,C     210618P00050000,2021-06-18
C,P,52.5,C     210618P00052500,2021-06-18
C,P,55,C     210618P00055000,2021-06-18
C,P,57.5,C     210618P00057500,2021-06-18
C,P,60,C     210618P00060000,2021-06-18
C,P,62.5,C     210618P00062500,2021-06-18
C,P,65,C     210618P00065000,2021-06-18
C,P,67.5,C     210618P00067500,2021-06-18
C,P,70,C     210618P00070000,2021-06-18
C,P,72.5,C     210618P00072500,2021-06-18
C,P,75,C     210618P00075000,2021-06-18
C,P,77.5,C     210618P00077500,2021-06-18
C,P,79.5,C     210618P00079500,2021-06-18
C,P,79.59,"",2021-06-18
C,P,80,C     210618P00080000,2021-06-18
C,C,70,C     210716C00070000,2021-07-16
C,C,72.5,C     210716C00072500,2021-07-16
C,C,75,C     210716C00075000,2021-07-16
C,C,77.5,C     210716C00077500,2021-07-16
C,C,79.59,"",2021-07-16
C,C,80,C     210716C00080000,2021-07-16
C,C,82.5,C     210716C00082500,2021-07-16
C,C,85,C     210716C00085000,2021-07-16
C,C,90,C     210716C00090000,2021-07-16
C,P,57.5,C     210716P00057500,2021-07-16
C,P,60,C     210716P00060000,2021-07-16
C,P,62.5,C     210716P00062500,2021-07-16
C,P,65,C     210716P00065000,2021-07-16
C,P,67.5,C     210716P00067500,2021-07-16
C,P,70,C     210716P00070000,2021-07-16
C,P,72.5,C     210716P00072500,2021-07-16
C,P,75,C     210716P00075000,2021-07-16
C,P,77.5,C     210716P00077500,2021-07-16
C,P,79.59,"",2021-07-16
C,P,80,C     210716P00080000,2021-07-16
CAG,C,38.95,"",2021-06-18
CAG,C,39,CAG   210618C00039000,2021-06-18
CAH,C,56.58,"",2021-06-18
CAH,C,57.5,CAH   210618C00057500,2021-06-18
CAH,C,65,CAH   210618C00065000,2021-06-18
CAL,P,22.5,CAL   210618P00022500,2021-06-18
CAL,P,25,CAL   210618P00025000,2021-06-18
CAL,P,26.16,"",2021-06-18
CALA,C,2.25,"",2021-06-18
CALA,C,5,CALA  210618C00005000,2021-06-18
CALX,C,42,CALX  210618C00042000,2021-06-18
CALX,C,46.22,"",2021-06-18
CAN,C,10,CAN   210618C00010000,2021-06-18
CAN,C,10.91,"",2021-06-18
CAN,C,12.5,CAN   210618C00012500,2021-06-18
CAN,C,15,CAN   210618C00015000,2021-06-18
CAN,C,17.5,CAN   210618C00017500,2021-06-18
CAN,C,20,CAN   210618C00020000,2021-06-18
CAN,C,25,CAN   210618C00025000,2021-06-18
CAN,P,5,CAN   210618P00005000,2021-06-18
CAN,P,7.5,CAN   210618P00007500,2021-06-18
CAN,P,10,CAN   210618P00010000,2021-06-18
CAN,P,10.91,"",2021-06-18
CAN,C,7.5,CAN   210716C00007500,2021-07-16
CAN,C,10,CAN   210716C00010000,2021-07-16
CAN,C,10.91,"",2021-07-16
CAN,C,12.5,CAN   210716C00012500,2021-07-16
CAN,C,15,CAN   210716C00015000,2021-07-16
CAN,C,17.5,CAN   210716C00017500,2021-07-16
CAN,C,20,CAN   210716C00020000,2021-07-16
CAN,C,22.5,CAN   210716C00022500,2021-07-16
CAN,C,25,CAN   210716C00025000,2021-07-16
CAN,P,5,CAN   210716P00005000,2021-07-16
CAN,P,7.5,CAN   210716P00007500,2021-07-16
CAN,P,10.91,"",2021-07-16
CAR,P,70,CAR   210618P00070000,2021-06-18
CAR,P,72.5,CAR   210618P00072500,2021-06-18
CAR,P,86.16,"",2021-06-18
CAR,P,20,CAR   210820P00020000,2021-08-20
CAR,P,86.16,"",2021-08-20
CARA,C,13.02,"",2021-06-18
CARA,C,30,CARA  210618C00030000,2021-06-18
CARA,C,40,CARA  210618C00040000,2021-06-18
CARG,C,26.43,"",2021-06-18
CARG,C,29,CARG  210618C00029000,2021-06-18
CARR,C,45,CARR  210618C00045000,2021-06-18
CARR,C,45.87,"",2021-06-18
CAT,C,230,CAT   210618C00230000,2021-06-18
CAT,C,240,CAT   210618C00240000,2021-06-18
CAT,C,244.07,"",2021-06-18
CAT,C,250,CAT   210618C00250000,2021-06-18
CAT,C,260,CAT   210618C00260000,2021-06-18
CAT,P,130,CAT   210618P00130000,2021-06-18
CAT,P,200,CAT   210618P00200000,2021-06-18
CAT,P,220,CAT   210618P00220000,2021-06-18
CAT,P,230,CAT   210618P00230000,2021-06-18
CAT,P,244.07,"",2021-06-18
CAT,C,244.07,"",2021-07-16
CAT,C,260,CAT   210716C00260000,2021-07-16
CAT,P,210,CAT   210716P00210000,2021-07-16
CAT,P,230,CAT   210716P00230000,2021-07-16
CAT,P,244.07,"",2021-07-16
CBAT,C,4.39,"",2021-06-18
CBAT,C,5,CBAT  210618C00005000,2021-06-18
CBAT,C,4.39,"",2021-07-16
CBAT,C,5,CBAT  210716C00005000,2021-07-16
CBAT,C,7.5,CBAT  210716C00007500,2021-07-16
CBAT,C,10,CBAT  210716C00010000,2021-07-16
CBAT,C,12.5,CBAT  210716C00012500,2021-07-16
CBAT,C,15,CBAT  210716C00015000,2021-07-16
CBAT,C,17.5,CBAT  210716C00017500,2021-07-16
CBAT,P,4.39,"",2021-07-16
CBAT,P,5,CBAT  210716P00005000,2021-07-16
CBAT,P,7.5,CBAT  210716P00007500,2021-07-16
CBAT,P,10,CBAT  210716P00010000,2021-07-16
CBIO,C,4.19,"",2021-06-18
CBIO,C,7.5,CBIO  210618C00007500,2021-06-18
CBIO,C,10,CBIO  210618C00010000,2021-06-18
CBRE,C,70,CBRE  210618C00070000,2021-06-18
CBRE,C,75,CBRE  210618C00075000,2021-06-18
CBRE,C,88.03,"",2021-06-18
CC,P,25,CC    210618P00025000,2021-06-18
CC,P,37.23,"",2021-06-18
CCK,C,100.7,"",2021-06-18
CCK,C,105,CCK   210618C00105000,2021-06-18
CCL,C,22.5,CCL   210618C00022500,2021-06-18
CCL,C,25,CCL   210618C00025000,2021-06-18
CCL,C,27.5,CCL   210618C00027500,2021-06-18
CCL,C,30,CCL   210618C00030000,2021-06-18
CCL,C,30.6,"",2021-06-18
CCL,C,31,CCL   210618C00031000,2021-06-18
CCL,C,32.5,CCL   210618C00032500,2021-06-18
CCL,C,34,CCL   210618C00034000,2021-06-18
CCL,C,35,CCL   210618C00035000,2021-06-18
CCL,C,37.5,CCL   210618C00037500,2021-06-18
CCL,C,40,CCL   210618C00040000,2021-06-18
CCL,C,42.5,CCL   210618C00042500,2021-06-18
CCL,C,45,CCL   210618C00045000,2021-06-18
CCL,P,15,CCL   210618P00015000,2021-06-18
CCL,P,17.5,CCL   210618P00017500,2021-06-18
